Facility #,Facility Name,Facility Name Overflow,Facility Street,Facility City,Facility State,Facility Zip Code,Facility County,Owner Name ,Owner Name Overflow,Business Type,Original Issuance Date,Last Renewal Date,Expiration Date,Georeference
7098444,RICS SALES INC,,8888 ROUTE 408,NUNDA,NY,14517,LIVI,PATTI DARCH,,DLU,10/26/2004,09/19/2022,09/30/2024,POINT (-77.938881255 42.595712954)
7103617,CIVIC IMPORTS LLC,,2517 GENESEE PO B 29,PIFFARD,NY,14533,LIVI,MICHAEL LOBELLO,,DLU,03/12/2007,02/27/2023,02/28/2025,POINT (-77.898068032 42.830861484)
7023819,ROSES ENTERPRISE,,2544A GENESEE ST,PIFFARD,NY,14533,LIVI,FRANK T ROSE ETAL,,DLU,12/06/1983,11/02/2022,10/31/2024,POINT (-77.896104882 42.830217733)
7080108,DAVIS TRAILER WORLD,LLC,POBX 260 1640 MAIN S,YORK,NY,14592,LIVI,DEAN E DAVIS,,DLU,01/13/1998,11/22/2023,12/31/2025,POINT (-77.8856218 42.87088)
7100561,BEARPATH AUTOMOTIVE,,3548 ROUTE 46,BOUCKVILLE,NY,13310,MADI,TRAVIS TABOLT,,DLU,10/19/2005,09/21/2023,09/30/2025,POINT (-75.580830642 42.914116563)
7117319,JOHN MANCINOS,CLASSIC CAR COMPANY,PO BOX233 6798 RT 20,BOUCKVILLE,NY,13310,MADI,135-141 EDISON,STREET LLC,DLU,02/10/2014,12/07/2023,01/31/2026,POINT (-75.546845931 42.890159321)
7046011,MINT CONDITION AUTO,SALES,6854 INDIAN OPNG RD,BOUCKVILLE,NY,13310,MADI,FRANCIS VANSLYKE,ETAL,DLU,12/02/1988,11/23/2022,11/30/2024,POINT (-75.5767128 42.8850332)
7121784,PHIL DAVIS AUTO,REPAIR LLC,6193 ROUTE 20,BOUCKVILLE,NY,13310,MADI,PHILIP C DAVIS,,DLU,06/07/2022,09/14/2022,11/30/2024,POINT (-75.582398277 42.888383238)
7109911,PIERCE AUTO PARTS,LLC,6759 US ROUTE 20,BOUCKVILLE,NY,13310,MADI,BRUCE PIERCE,,DLU,03/12/2010,12/27/2023,02/28/2026,POINT (-75.549235444 42.890030533)
7109369,ROUTE 20 SALES,,PB 46 6723 SR 20,BOUCKVILLE,NY,13310,MADI,KARA CROYLE,,DLU,07/18/2017,,06/30/2019,POINT (-75.551499061 42.88955398)
7037736,ANCHORAGE MARINA,,PBX8 HITCHCOCK PT RD,BRIDGEPORT,NY,13030,MADI,JEFFREY P,SUPERNAVAGE,DLB,02/03/1987,01/31/2017,01/31/2019,POINT (-75.992207796 43.184062686)
7037736,ANCHORAGE MARINA,,PBX8 HITCHCOCK PT RD,BRIDGEPORT,NY,13030,MADI,JEFFREY P,SUPERNAVAGE,YTB,02/03/1987,01/31/2017,01/31/2019,POINT (-75.992207796 43.184062686)
7126588,CAR MICHAELS,,1218 RT 31 STE 2E,BRIDGEPORT,NY,13030,MADI,TRACY B LLC,,DLU,01/16/2020,12/23/2021,12/31/2023,POINT (-75.914071694 43.152130466)
7091052,CJS CAR AMERICA,,554 RT 31,BRIDGEPORT,NY,13030,MADI,CJS ENTERPRISES,GROUP INC,DLB,10/30/2001,09/14/2023,09/30/2025,POINT (-75.958255807 43.154770012)
7091052,CJS CAR AMERICA,,554 RT 31,BRIDGEPORT,NY,13030,MADI,CJS ENTERPRISES,GROUP INC,DLU,10/30/2001,09/14/2023,09/30/2025,POINT (-75.958255807 43.154770012)
7078469,CNY TRUCKS,,545 1/2 STATE RTE 31,BRIDGEPORT,NY,13030,MADI,BRIDGELAND AUTO,BROKERS INC,DLU,06/04/1997,06/05/2019,05/31/2021,POINT (-75.959997395 43.155257819)
7116141,CNY TRUCKS,,585 STATE ROUTE 31,BRIDGEPORT,NY,13030,MADI,BRIDGELAND AUTO,BROKERS INC,DLU,06/17/2013,05/02/2023,05/31/2025,POINT (-75.957411246 43.155551792)
7117628,FISHER BAY SALES INC,,302 BARRETT ROAD,BRIDGEPORT,NY,13030,MADI,WILLIAM G BARRETT,,DLB,04/08/2014,02/08/2024,03/31/2026,POINT (-75.98029577 43.176280909)
7117628,FISHER BAY SALES INC,,302 BARRETT ROAD,BRIDGEPORT,NY,13030,MADI,WILLIAM G BARRETT,,DLU,04/08/2014,02/08/2024,03/31/2026,POINT (-75.98029577 43.176280909)
7014130,FREMAC MARINE SALES,& SERV INC,PBX607 1801 ROUTE 31,BRIDGEPORT,NY,13030,MADI,FRANCIS A DAGATA,,DLB,04/08/1986,03/10/2023,03/31/2025,POINT (-75.875673106 43.146173616)
7014130,FREMAC MARINE SALES,& SERV INC,PBX607 1801 ROUTE 31,BRIDGEPORT,NY,13030,MADI,FRANCIS A DAGATA,,YTB,04/08/1986,03/10/2023,03/31/2025,POINT (-75.875673106 43.146173616)
7014130,FREMAC MARINE SALES,& SERV INC,PBX607 1801 ROUTE 31,BRIDGEPORT,NY,13030,MADI,FRANCIS A DAGATA,,DLU,04/03/1985,03/10/2023,03/31/2025,POINT (-75.875673106 43.146173616)
7104682,FREMAC WATERFRONT,CO LLC,1849 ROUTE 31,BRIDGEPORT,NY,13030,MADI,FRANCIS A DAGATA,,DLB,08/24/2007,12/14/2023,07/31/2025,POINT (-75.873806959 43.147421639)
7104682,FREMAC WATERFRONT,CO LLC,1849 ROUTE 31,BRIDGEPORT,NY,13030,MADI,FRANCIS A DAGATA,,YTB,08/24/2007,12/14/2023,07/31/2025,POINT (-75.873806959 43.147421639)
7069634,LEXI D AUTOSALES INC,,352 MAIN ST ROUTE 31,BRIDGEPORT,NY,13030,MADI,ANTHONY J GROSSO,,DLU,02/23/1995,01/22/2021,01/31/2023,POINT (-75.969880249 43.155255743)
7054611,MERCURIOS,,458 STATE ROUTE 31,BRIDGEPORT,NY,13030,MADI,JOHN ANTHONY,MERCURIO,DLU,03/21/1991,01/04/2017,02/28/2019,POINT (-75.964988319 43.155308339)
7082274,MID LAKE CLASSIC,CARS LTD,545 NYS ROUTE 31,BRIDGEPORT,NY,13030,MADI,BLASE LARROCA,,DLU,08/05/1998,06/26/2024,07/31/2026,POINT (-75.959027445 43.155634353)
7123028,SUN CITY AUTO,,348 ROUTE 31,BRIDGEPORT,NY,13030,MADI,VINCENT J CERIO,,DLU,10/17/2017,08/20/2023,09/30/2025,POINT (-75.970435215 43.154887065)
7101873,TECFORCE AUTOMOTIVE,LLC,623 STATE ROUTE 31,BRIDGEPORT,NY,13030,MADI,DREW C KURYLA,,DLU,05/22/2006,03/25/2024,04/30/2026,POINT (-75.953891518 43.155160566)
7101873,TECFORCE AUTOMOTIVE,LLC,623 STATE ROUTE 31,BRIDGEPORT,NY,13030,MADI,DREW C KURYLA,,DLB,01/22/2013,03/25/2024,04/30/2026,POINT (-75.953891518 43.155160566)
7022268,AJ &JS AUTO SALES,,2041 GORTON LAKE RD,BROOKFIELD,NY,13314,MADI,MICHAEL P,MIKUSZEWSKI,DLU,08/05/1983,01/26/2023,01/31/2025,POINT (-75.32393106 42.821339705)
7092558,WALKER AUTOMOTIVE,REPAIR,PB105 2423 GORTON LK,BROOKFIELD,NY,13314,MADI,WAYNE H WALKER,,DLU,09/30/2004,04/08/2024,04/30/2026,POINT (-75.331536632 42.835103084)
7048061,ACRYLIC DESIGNS INC,,2365 GENESEE ST,CANASTOTA,NY,13032,MADI,RICK E HALL,,DLU,06/05/1989,05/24/2019,05/31/2021,POINT (-75.702413803 43.075196414)
7084604,BEAR SERVICE,AUTOMOTIVE LLC,108 S PARK ST,CANASTOTA,NY,13032,MADI,MICHAEL ANDERSON,,DLU,05/11/1999,04/19/2023,04/30/2025,POINT (-75.758850682 43.080874029)
7094763,CALLAHANS MARINA INC,,9089 CALLAHAN DR,CANASTOTA,NY,13032,MADI,MICHAEL W CALLAHAN,ETAL,DLB,05/05/2003,03/26/2023,04/30/2025,POINT (-75.762003099 43.162659227)
7094763,CALLAHANS MARINA INC,,9089 CALLAHAN DR,CANASTOTA,NY,13032,MADI,MICHAEL W CALLAHAN,ETAL,DLU,05/05/2003,03/26/2023,04/30/2025,POINT (-75.762003099 43.162659227)
7131017,CARBIZZ,,2667 SNCA TPK POB751,CANASTOTA,NY,13032,MADI,SUNDELL MOTORS LLC,,DLU,04/03/2023,,03/31/2025,POINT (-75.7578979 43.0848131)
7047242,CHAMPION CAR CENTER,,805 GENESEE ST,CANASTOTA,NY,13032,MADI,SCOTT C POPPLE,,DLU,03/31/1989,02/28/2023,02/28/2025,POINT (-75.716882097 43.074374722)
7127053,CJS CAR AMERICA,,2293 GENESEE STREET,CANASTOTA,NY,13032,MADI,CJS ENTERPRISES,GROUP INC,DLU,06/30/2020,04/01/2024,05/31/2026,POINT (-75.700200813 43.075395903)
7130117,CLARK EQUIPMENT,RENTAL LLC,4 TECHNOLOGY BLVD,CANASTOTA,NY,13032,MADI,ADAM CLARK,,DLU,07/12/2022,07/18/2024,06/30/2026,POINT (-75.769448744 43.072666504)
7103898,EXTREEM SERVICE,CENTER INC,3421 SENECA TPK RT 5,CANASTOTA,NY,13032,MADI,RYAN W SHEEDY,,DLB,03/01/2022,03/06/2023,03/31/2025,POINT (-75.750312272 43.070151346)
7103898,EXTREEM SERVICE,CENTER INC,3421 SENECA TPK RT 5,CANASTOTA,NY,13032,MADI,RYAN W SHEEDY,,DLU,03/01/2022,03/06/2023,03/31/2025,POINT (-75.750312272 43.070151346)
7053043,JOHN BORTLE AUTO,SALES,2293 GENESEE ST,CANASTOTA,NY,13032,MADI,JOHN E BORTLE,,DLU,10/09/1990,08/06/2018,09/30/2020,POINT (-75.700200813 43.075395903)
7116869,LAKE SIDE MOTORS LLC,,PBX21 2368 ST RT 31,CANASTOTA,NY,13032,MADI,TODD M OSTRANDER,,DLU,11/06/2013,02/22/2018,10/31/2019,POINT (-75.837867482 43.154197813)
7022781,LOUS VILLAGE SER,INC,2937 SENECA TPKE,CANASTOTA,NY,13032,MADI,LOUIS CURTO,,DLU,05/31/2001,07/07/2017,08/31/2019,POINT (-75.782045487 43.0672383)
7128511,MOTODUG,,2233 STATE ROUTE 31,CANASTOTA,NY,13032,MADI,IRVING TECHNOLOGIES,LLC,DLS,06/28/2021,,05/31/2023,POINT (-75.85064357 43.15108386)
7128600,MOTODUG,,PBX633 2233 STE RT31,CANASTOTA,NY,13032,MADI,IRVING TECHNOLOGIES,LLC,DLU,07/15/2021,,06/30/2023,POINT (-75.85064357 43.15108386)
7128600,MOTODUG,,PBX633 2233 STE RT31,CANASTOTA,NY,13032,MADI,IRVING TECHNOLOGIES,LLC,DLB,07/15/2021,,06/30/2023,POINT (-75.85064357 43.15108386)
7119365,MOTORHEAD AUTO SALES,AND SERVICE LLC,3328 SENECA TPK,CANASTOTA,NY,13032,MADI,MICHAEL R TORNATORE,JR,DLU,04/22/2015,03/03/2023,03/31/2025,POINT (-75.756295694 43.068774409)
7113246,OMARA MOTORS LLC,,1 MADISON BOULEVARD,CANASTOTA,NY,13032,MADI,RYAN J OMARA,,DLU,11/22/2011,10/26/2017,10/31/2019,POINT (-75.771394687 43.068318098)
7096372,ONEIDA LAKE MARINA,LLC,3713 STATE RT 31,CANASTOTA,NY,13032,MADI,RONALD C RENSLOW,,DLB,01/07/2004,12/15/2023,12/31/2025,POINT (-75.750580493 43.15732096)
7132385,OWEN MARINE LLC,,3713 STATE ROUTE 31,CANASTOTA,NY,13032,MADI,EVAN R OWEN,,DLB,02/16/2024,,01/31/2026,POINT (-75.750580493 43.15732096)
7121644,RALPHS COMPLETE AUTO,REPAIR INC,3682 SENECA TPK,CANASTOTA,NY,13032,MADI,RALPH E HOLMES,,DLU,11/09/2016,10/04/2022,10/31/2024,POINT (-75.733629687 43.072276368)
7006243,RAYMONDS AUTO SALES,,2928 SENECA TPK,CANASTOTA,NY,13032,MADI,RICHARD D RAYMOND,,DLU,05/17/1982,06/05/2020,05/31/2022,POINT (-75.782567177 43.06584112)
7126754,RAYMONDS AUTO SALES,,2928 SENECA TRPK,CANASTOTA,NY,13032,MADI,RICHARD M RAYMOND,,DLU,02/21/2020,01/11/2024,01/31/2026,POINT (-75.782567177 43.06584112)
7098498,RELFS RODS,,PB144 2295 ST RTE 31,CANASTOTA,NY,13032,MADI,ALAN E RELF,,DLU,11/05/2004,10/10/2018,10/31/2020,POINT (-75.84580126 43.152577306)
7133044,RISEN FOODS LLC,,3313 SENECA TPKE,CANASTOTA,NY,13032,MADI,REBECCA MELLACE,,DLU,06/28/2024,,05/31/2026,POINT (-75.757196246 43.069486955)
7121802,ROCKERS AUTOMOTIVE,LLC,2235 GENESEE ST,CANASTOTA,NY,13032,MADI,LEIGH A BALLARD,,DLU,12/15/2017,10/13/2022,11/30/2024,POINT (-75.698290409 43.075459186)
7123328,ROCK IT EST 2017 INC,,2235 GENESEE ST,CANASTOTA,NY,13032,MADI,KATHLEEN A DILLON,,DLU,12/07/2017,11/25/2019,11/30/2021,POINT (-75.698290409 43.075459186)
7104926,SOUTH SHORE NAUTICAL,LLC,3728 ROUTE 31,CANASTOTA,NY,13032,MADI,STANLEY ZIELASKO,,DLU,10/10/2007,09/21/2023,09/30/2025,POINT (-75.749669632 43.156504269)
7104926,SOUTH SHORE NAUTICAL,LLC,3728 ROUTE 31,CANASTOTA,NY,13032,MADI,STANLEY ZIELASKO,,DLB,10/10/2007,09/21/2023,09/30/2025,POINT (-75.749669632 43.156504269)
7107359,TIMEBUYER INC,,3313 SENECA TPKE,CANASTOTA,NY,13032,MADI,ROBERT J NATOLI,,DLU,12/02/2008,11/15/2022,11/30/2024,POINT (-75.757196246 43.069486955)
7127676,TRAILER MASTERS LLC,,31 MADISON BLVD,CANASTOTA,NY,13032,MADI,EDWARD DEMENEZES JR,,DLU,12/01/2020,11/07/2022,11/30/2024,POINT (-75.771525444 43.070047369)
7128589,UPSTATE TRUCK,EXCHANGE,3726 MARGUERITE DR,CANASTOTA,NY,13032,MADI,DEREK G SYKES,,DLU,07/12/2021,04/12/2023,06/30/2025,POINT (-75.749924274 43.067986049)
7050998,WHITES FARM SUPPLY,INC,4154 STATE ROUTE 31,CANASTOTA,NY,13032,MADI,DALE A WHITE,,DLU,03/23/1990,01/30/2024,02/28/2026,POINT (-75.721983451 43.154134077)
4270072,ZUPANS AUTO REPAIR,,3714 STATE ROUTE 31,CANASTOTA,NY,13032,MADI,LOUIS JOHN ZUPAN SR,,DLU,12/06/2001,05/16/2017,07/31/2019,POINT (-75.750717705 43.156604307)
7080527,CAZENOVIA EQUIPMENT,CO INC,2 REMINGTON PARK DR,CAZENOVIA,NY,13035,MADI,ROBERT J FRAZEE,,DLU,02/20/1998,12/07/2023,01/31/2026,POINT (-75.82006865 42.921378055)
7012031,CMF SALES,,4673 RIDGE RD,CAZENOVIA,NY,13035,MADI,RONALD SCAMMELL,,DLU,12/29/1980,08/17/2017,09/30/2019,POINT (-75.855912678 42.949577235)
7039150,DAVID J BUSHNECK,USED TRUCKS,CONSTINE BRIDGE RD,CAZENOVIA,NY,13035,MADI,DAVID J BUSHNECK,,DLU,05/18/1987,04/12/2023,04/30/2025,POINT (-75.825871524 42.890932643)
7104486,DEBBIE DAVID SALES,,6 WILLOW PL,CAZENOVIA,NY,13035,MADI,DAVID EVANCIEW,,DLU,07/25/2007,07/16/2021,06/30/2023,POINT (-75.857523855 42.929231689)
7082559,MIKES MOTORS,,3212 RT 20,CAZENOVIA,NY,13035,MADI,MICHAEL A GOGLIA,,DLU,09/10/1998,02/24/2023,08/31/2024,POINT (-75.781228671 42.917065775)
7132454,NSX MOTORS,,4967 SYRACUSE ROAD,CAZENOVIA,NY,13035,MADI,BRIAN D TENNANT,,DLU,03/05/2024,,02/28/2026,POINT (-75.907353071 42.963242343)
4270173,RCC CAZENOVIA,STATION INC,2350 RT 20 E,CAZENOVIA,NY,13035,MADI,ROBERT C COWHERD,,DLU,01/08/1987,02/07/2024,02/28/2026,POINT (-75.840192342 42.924990572)
7125290,ARCIA SERVICES LLC,,1314 STATE RTE 5 OFC,CHITTENANGO,NY,13037,MADI,ANDREA M GARCIA,,DLU,03/12/2019,02/07/2023,02/28/2025,POINT (-75.9072992 43.049467366)
7123519,BREEZYS AUTO LLC,,1314 ROUTE 5,CHITTENANGO,NY,13037,MADI,BRENT A NEAL,,DLU,07/19/2018,06/08/2020,06/30/2022,POINT (-75.9072992 43.049467366)
7083465,BURGUN AUTOMOTIVE,,402 GENESEE ST,CHITTENANGO,NY,13037,MADI,MATTHEW J BURGUN,,DLU,11/12/1999,11/15/2022,11/30/2024,POINT (-75.865590431 43.049412255)
7129399,CNY CAR CONNECTION,LLC,500 W GNESE ST BLD11,CHITTENANGO,NY,13037,MADI,CHARLES ARMSTRONG,,DLU,01/13/2022,11/29/2023,12/31/2025,POINT (-75.8752154 43.0523181)
7127245,DRIVE CNY LLC,,8655 STATE RT 5 PB94,CHITTENANGO,NY,13037,MADI,HOLLY L TIMIAN,,DLU,08/20/2020,07/11/2022,07/31/2024,POINT (-75.929378977 43.050165955)
7107454,FINISHLINE AUTOS LLC,,1250 STATE ROUTE 5,CHITTENANGO,NY,13037,MADI,DAVID AXENFELD,,DLU,12/15/2008,12/05/2016,11/30/2018,POINT (-75.910800824 43.050171655)
7014553,JAMES R HILE,,8269 LAKEPORT RD,CHITTENANGO,NY,13037,MADI,JAMES R HILE,,DLU,12/23/1980,10/06/2022,10/31/2024,POINT (-75.872630475 43.133907958)
7039013,MICHAEL & CO,,8640 ROUTE 5,CHITTENANGO,NY,13037,MADI,MICHAEL D LESSEN,,DLU,05/11/1987,03/12/2017,04/30/2019,POINT (-75.929312245 43.049782615)
7127629,MISSION MOTORS GROUP,LLC,2285 STATE ROUTE 5,CHITTENANGO,NY,13037,MADI,CHRISTOPHER GAGLIONE,,DLB,11/19/2020,10/06/2022,10/31/2024,POINT (-75.847874105 43.054587703)
7127629,MISSION MOTORS GROUP,LLC,2285 STATE ROUTE 5,CHITTENANGO,NY,13037,MADI,CHRISTOPHER GAGLIONE,,DLU,11/19/2020,10/06/2022,10/31/2024,POINT (-75.847874105 43.054587703)
7127629,MISSION MOTORS GROUP,LLC,2285 STATE ROUTE 5,CHITTENANGO,NY,13037,MADI,CHRISTOPHER GAGLIONE,,YTB,11/19/2020,10/06/2022,10/31/2024,POINT (-75.847874105 43.054587703)
7095409,NEW YORK BUS SALES,LLC,7765 LAKEPORT RD,CHITTENANGO,NY,13037,MADI,ANDRE GIRARDIN,,DLU,08/05/2003,06/12/2023,07/31/2025,POINT (-75.872904899 43.098080141)
7050120,NORTH CHITTENANGO,SERVICE CENTER INC,7515 LAKEPORT RD,CHITTENANGO,NY,13037,MADI,ANTHONY GUMINA,,DLU,07/05/2019,11/06/2023,11/30/2025,POINT (-75.873011013 43.087155504)
7112600,REGAS AUTOS LLC,,7376 WHEELER RD,CHITTENANGO,NY,13037,MADI,CURT A SAGER,,DLU,08/09/2011,06/27/2023,07/31/2025,POINT (-75.872407181 43.078795268)
7122806,STONES AUTOMOTIVE,SERVICES LLC,1250 STATE RT 5 WEST,CHITTENANGO,NY,13037,MADI,TIMOTHY STONE,,DLU,09/05/2017,,08/31/2019,POINT (-75.910800824 43.050171655)
7129388,SUN CHEVROLET,,104 W GENESEE ST,CHITTENANGO,NY,13037,MADI,SAI SYRACUSE C INC,,DLN,01/11/2022,11/30/2023,12/31/2025,POINT (-75.869060455 43.042739589)
4270209,SUN CHEVROLET INC,,104 108 W GENESEE ST,CHITTENANGO,NY,13037,MADI,JOSEPH CAPUTO,,DLN,12/16/1980,09/23/2021,10/31/2023,POINT (-75.8696607 43.042683654)
7132532,THOMPSONS AUTO,,2241 ROUTE 5 STE B,CHITTENANGO,NY,13037,MADI,ALFRED W THOMPSON,,DLU,03/19/2024,,02/28/2026,POINT (-75.854332277 43.054780235)
4270077,VERNES AUTO SERVICE,& SALES,RT 5 RD 1 PO BOX 448,CHITTENANGO,NY,13037,MADI,KENNETH A VERNE SR,,DLU,03/23/1988,07/12/2021,07/31/2023,POINT (-75.881292443 43.044842277)
7126483,W B ENTERPRISE,,1250 STATE RT 5W,CHITTENANGO,NY,13037,MADI,BINGHAM WHITTINGTON,,DLU,12/17/2019,10/23/2021,11/30/2023,POINT (-75.8752154 43.0523181)
7110805,B&C USED AUTOS,,721 UTICA STREET,DERUYTER,NY,13052,MADI,CHAD D NEWTON ET AL,,DLU,08/11/2010,07/24/2024,07/31/2026,POINT (-75.884568904 42.758395636)
7045384,OPTION AUTO SALES,,POBX42 CARPENTER RD,DERUYTER,NY,13052,MADI,JAMES A CALABRO,,DLU,10/18/1988,11/07/2022,09/30/2024,POINT (-75.835408986 42.755644264)
7087108,USA BODY INC,,994 MIDDLE LAKE RD,DERUYTER,NY,13052,MADI,BRUCE MACRAE,,DLU,04/12/2000,01/10/2024,03/31/2026,POINT (-75.884206051 42.770968784)
7115394,DONS AFFORDABLE CARS,,PBX 354 925 BORDEN R,EARLVILLE,NY,13332,MADI,DONALD H BRIGGS,,DLU,01/18/2013,12/27/2022,12/31/2024,POINT (-75.510714061 42.762847893)
7030431,MARCELLUS SALES INC,,1228 STATE ROUTE 12,EARLVILLE,NY,13332,MADI,DENISE M KOLB,,DLS,01/20/2000,09/15/2023,06/30/2025,POINT (-75.485120507 42.777525695)
7121164,TIRE REPAIR SALES &,SERVICE INC,PB 246 2766 EVANS RD,EATON,NY,13334,MADI,GARTH LIDDLE,,DLU,06/24/2016,04/15/2022,05/31/2024,POINT (-75.642042558 42.857003404)
7119990,WOODYS BODY SHOP,,POB5 2847 EAGLVLL RD,EATON,NY,13334,MADI,ROY L WOODCOCK,,DLU,09/16/2015,08/01/2019,08/31/2021,POINT (-75.6606872 42.8368413)
7075160,DAMIANS AUTOMOTIVE,,2797 RT 12B,HAMILTON,NY,13346,MADI,CROYLE ENTERPRISES,INC,DLU,08/30/1996,06/24/2024,06/30/2026,POINT (-75.564073676 42.858865654)
7032503,DEN KELLY CHEVROLET,GMC INC,2495 RTE 12B,HAMILTON,NY,13346,MADI,DENNIS F KELLY,,DLN,12/05/1985,10/24/2023,11/30/2025,POINT (-75.556276243 42.845479754)
4330501,DS AUTO REPAIR INC,,RT 12B&AIRPORT PBX51,HAMILTON,NY,13346,MADI,DAVID DOW,,DLU,11/20/1980,07/01/2021,07/31/2023,POINT (-75.555710967 42.843483981)
7127784,FRIENDLY CHRYSLR DDG,JEEP RAM OF HAMILTON,6512 WES ROAD,HAMILTON,NY,13346,MADI,FRIENDLY AUTO,VENTURES INC,DLN,01/08/2021,11/04/2022,12/31/2024,POINT (-75.562651854 42.856728604)
7126516,FRIENDLY FORD OF,HAMILTON INC,2536 ROUTE 12B,HAMILTON,NY,13346,MADI,MICHAEL UVANNI,,DLN,01/27/2020,10/19/2023,11/30/2025,POINT (-75.555172682 42.847283288)
7065318,HAMILTON LUMBER &,HARDWARE INC,2352 ROUTE 12B,HAMILTON,NY,13346,MADI,CHRISTOPHER A,JOERGER,DLU,02/24/1994,02/01/2024,01/31/2026,POINT (-75.552902778 42.838910857)
4270167,NILLES FORD INC,,2536 ROUTE 12B,HAMILTON,NY,13346,MADI,FRANCIS A NILLES,,DLN,12/03/1980,10/03/2019,10/31/2021,POINT (-75.555172682 42.847283288)
7122009,UNIVERSITY CHRYSLER,DODGE JEEP RAM,6512 WES RD,HAMILTON,NY,13346,MADI,VICTORY VENTURES,HAMILTON INC,DLN,02/10/2017,12/12/2018,03/31/2021,POINT (-75.562651854 42.856728604)
7109985,WAYNES CAR STORE,,7341 MASON ROAD,HAMILTON,NY,13346,MADI,WAYNE C FOSTER,,DLU,03/23/2010,12/28/2023,02/28/2026,POINT (-75.514074702 42.832234755)
7105390,EXCELL MOTOR SPORTS,LLC,2912 RTE 12,HUBBARDSVILLE,NY,13355,MADI,AARON C EXCELL,,DLS,11/10/2008,11/28/2023,12/31/2025,POINT (-75.413596276 42.834109605)
7027220,LITTLES WHOLESALES,,8155 GREEN RD,HUBBARDSVILLE,NY,13355,MADI,JOHN LITTLE,,DLU,10/16/1984,08/01/2024,08/31/2026,POINT (-75.45870737 42.816812933)
7025395,J&C USED CARS,,8150 BRDGEPT KRVL RD,KIRKVILLE,NY,13082,MADI,JOSEPH CARUSO,,DLU,04/10/1984,12/29/2017,01/31/2020,POINT (-75.9524167 43.0781854)
4270084,SEVEN OS INC,,7917 DEVAUL RD,KIRKVILLE,NY,13082,MADI,HAROLD A OOT,,DLU,12/02/1980,06/22/2023,07/31/2025,POINT (-75.931294996 43.10182287)
7122609,A TO Z28 AUTO SALES,,7351 MAIN ST RTE 20,MADISON,NY,13402,MADI,MITCH HOFFMEISTER,,DLU,08/09/2017,07/08/2021,07/31/2023,POINT (-75.51106761 42.899836815)
7087419,DIEHLS AUTOMOTIVE,,7348 VALLEY RD,MADISON,NY,13402,MADI,KEITH A DIEHL ETAL,,DLU,06/06/2000,04/08/2024,05/31/2026,POINT (-75.510992508 42.912770427)
7082880,HAFELINS SALES,,3248 QUARTERLINE RD,MADISON,NY,13402,MADI,CLARENCE W HAFELIN,,DLU,10/08/1998,09/14/2022,09/30/2024,POINT (-75.470055253 42.876274003)
7081632,PEAVEY AUTO,,7324 RT 20,MADISON,NY,13402,MADI,LEWIS KURT PEAVEY,ETAL,DLU,06/11/1998,04/01/2024,05/31/2026,POINT (-75.512722365 42.898738241)
7118265,A&R TIRE SERVICE,CENTER LLC,POB 291 33 W MAIN ST,MORRISVILLE,NY,13408,MADI,AARON DOOLEY,,DLU,05/20/2016,06/11/2024,07/31/2026,POINT (-75.647727165 42.898671689)
7002714,DUTCHERS INC,,4495 CRAMER RD,MORRISVILLE,NY,13408,MADI,JAMES DUTCHER,,DLU,12/15/1981,06/07/2023,07/31/2025,POINT (-75.632722385 42.926451956)
7047509,MORRISVILLE COLLEGE,FOUNDATION INC,SUNY AT MORRISVILLE,MORRISVILLE,NY,13408,MADI,MORRISVILLE COLLEGE,FOUNDATION INC,DLU,04/14/1989,04/07/2023,03/31/2025,POINT (-75.650406 42.903947)
7126441,BISHTONS DIESEL,TRUCK AND AUTO LLC,5266 N MAIN ST,MUNNSVILLE,NY,13409,MADI,ADAM BISHTON,,DLU,07/08/2024,,11/30/2025,POINT (-75.5887013 42.977147677)
7128575,DADS PERFORMANCE LLC,,4392 FALLS ROAD,MUNNSVILLE,NY,13409,MADI,JOSEPH D ANDERSON,,DLU,07/08/2021,07/08/2023,06/30/2025,POINT (-75.604128277 42.93548593)
7042587,D&D REPAIR,,5725 STREETER RD,MUNNSVILLE,NY,13409,MADI,DAVID L HAFLETT,,DLU,12/12/1989,02/01/2024,02/28/2026,POINT (-75.616823256 42.942945069)
7110900,KIEHNS,,4826 BROWN ROAD,MUNNSVILLE,NY,13409,MADI,JAY A KIEHN,,DLU,08/26/2010,08/07/2024,07/31/2026,POINT (-75.607378192 42.95596908)
4270051,DONS AUTO BARN,,2462 RT 13,NEW WOODSTOCK,NY,13122,MADI,STEPHEN M BURDIN,,DLU,11/23/1994,07/26/2019,07/31/2021,POINT (-75.839642238 42.841700815)
7103590,BLOCKS & ROCKS LLC,,1060 COBB ST,ONEIDA,NY,13421,MADI,ADAM J TORNATORE,,DLU,03/08/2007,02/24/2017,02/28/2019,POINT (-75.664752738 43.10674376)
7107452,FINISHLINE AUTOS LLC,,200 LENOX AVENUE,ONEIDA,NY,13421,MADI,JOLENE DAVIDSON,BROUGH,DLU,12/15/2008,10/13/2022,11/30/2024,POINT (-75.653336335 43.093498467)
7023970,GARYS AUTO SALES,,651 FITCH ST,ONEIDA,NY,13421,MADI,GARYS AUTO PARTS INC,,DLU,01/26/1984,09/25/2023,10/31/2025,POINT (-75.671396067 43.089944247)
